Transaction Amount,Carbon Volume,Price per Ton,Origin Country,Cross-Border Flag,Buyer Industry,Sudden Transaction Spike,Transaction Hour,Entity Type,Label,company id,nama perusahaan,Nama Perusahaan,Sektor Perusahaan,Alamat,Kontak,NPWP,Situs Web
746393.54,2106266.06,0.35,Cayman Islands,True,Holding Company,True,1,Foundation,Red-Flag,CAY-FOUNDATION-HOLDING_COMPANY-001,Foundation Holding Company Cayman Islands 001,PT Garuda Teknologi 186,Telekomunikasi,"Jl. Asia Afrika No. 96, Makassar, Sulawesi Selatan",0812-186-1086,96.702.358.5-530.146,https://www.garuda-teknologi-186.co.id
78939.83,4600.34,17.16,Indonesia,True,Holding Company,False,20,Foundation,Suspicious,IDN-FOUNDATION-HOLDING_COMPANY-030,Foundation Holding Company Indonesia 030,PT Sejahtera Agro 187,Agrikultur,"Jl. Kebon Jeruk No. 97, Medan, Sumatera Utara",0812-187-1087,97.709.361.6-535.157,https://www.sejahtera-agro-187.co.id
61928.79,6736.14,9.19,Singapore,True,Consulting,True,23,Foundation,Suspicious,SGP-FOUNDATION-CONSULTING-091,Foundation Consulting Singapore 091,PT Cahaya Mineral 188,Pertambangan,"Jl. Cendana No. 98, Balikpapan, Kalimantan Timur",0812-188-1088,98.716.364.7-540.168,https://www.cahaya-mineral-188.co.id
33485.59,2421.62,13.83,Indonesia,True,Agriculture,False,10,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Mekar Elektrik 189,Jasa,"Jl. Melati No. 99, Batam, Kepulauan Riau",0812-189-1089,99.723.367.8-545.179,https://www.mekar-elektrik-189.co.id
11286.38,969.44,11.64,Singapore,False,Technology,False,14,CV,Normal,SGP-CV-TECHNOLOGY-090,CV Technology Singapore 090,PT Nusantara Energi 190,Energi,"Jl. Merdeka No. 100, Jakarta Pusat, DKI Jakarta",0812-190-1090,10.730.370.0-550.190,https://www.nusantara-energi-190.co.id
64138.14,3795.92,16.9,Singapore,False,Energy,False,12,CV,Normal,SGP-CV-ENERGY-087,CV Energy Singapore 087,PT Satria Digital 191,Manufaktur,"Jl. Sudirman No. 101, Bandung, Jawa Barat",0812-191-1091,11.737.373.1-555.201,https://www.satria-digital-191.co.id
54421.46,3127.85,17.4,Malaysia,False,Technology,False,16,CV,Normal,MYS-CV-TECHNOLOGY-061,CV Technology Malaysia 061,PT Bumi Manufaktur 192,Teknologi,"Jl. Thamrin No. 102, Surabaya, Jawa Timur",0812-192-1092,12.744.376.2-560.212,https://www.bumi-manufaktur-192.co.id
2779.5,165.94,16.75,Singapore,False,Manufacturing,False,13,PT,Normal,SGP-PT-MANUFACTURING-107,PT Manufacturing Singapore 107,PT Arunika Kesehatan 193,Kesehatan,"Jl. Gatot Subroto No. 103, Yogyakarta, DI Yogyakarta",0812-193-1093,13.751.379.3-565.223,https://www.arunika-kesehatan-193.co.id
26801.31,2091.18,12.82,Indonesia,True,Holding Company,False,6,PT,Suspicious,IDN-PT-HOLDING_COMPANY-046,PT Holding Company Indonesia 046,PT Mandiri Keuangan 194,Keuangan,"Jl. Diponegoro No. 104, Semarang, Jawa Tengah",0812-194-1094,14.758.382.4-570.234,https://www.mandiri-keuangan-194.co.id
15789.13,1129.86,13.97,Singapore,False,Technology,False,10,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Samudra Logistik 195,Transportasi,"Jl. Pahlawan No. 105, Denpasar, Bali",0812-195-1095,15.765.385.5-575.245,https://www.samudra-logistik-195.co.id
12350.04,610.48,20.23,China,True,Consulting,True,23,Foundation,Suspicious,CHN-FOUNDATION-CONSULTING-011,Foundation Consulting China 011,PT Garuda Teknologi 196,Telekomunikasi,"Jl. Asia Afrika No. 106, Makassar, Sulawesi Selatan",0812-196-1096,16.772.388.6-580.256,https://www.garuda-teknologi-196.co.id
98573.71,7557.25,13.04,Singapore,True,Technology,False,14,Ltd.,Normal,SGP-LTD-TECHNOLOGY-101,Ltd. Technology Singapore 101,PT Sejahtera Agro 197,Agrikultur,"Jl. Kebon Jeruk No. 107, Medan, Sumatera Utara",0812-197-1097,17.779.391.7-585.267,https://www.sejahtera-agro-197.co.id
5341.8,303.44,17.6,USA,False,Energy,False,14,PT,Normal,USA-PT-ENERGY-163,PT Energy USA 163,PT Cahaya Mineral 198,Pertambangan,"Jl. Cendana No. 108, Balikpapan, Kalimantan Timur",0812-198-1098,18.786.394.8-590.278,https://www.cahaya-mineral-198.co.id
154654.2,6492.53,23.82,Singapore,True,Consulting,False,22,PT,Suspicious,SGP-PT-CONSULTING-103,PT Consulting Singapore 103,PT Mekar Elektrik 199,Jasa,"Jl. Melati No. 109, Batam, Kepulauan Riau",0812-199-1099,19.793.397.0-595.289,https://www.mekar-elektrik-199.co.id
363561.65,26252.08,13.85,Singapore,False,Holding Company,True,20,Foundation,Suspicious,SGP-FOUNDATION-HOLDING_COMPANY-092,Foundation Holding Company Singapore 092,PT Nusantara Energi 200,Energi,"Jl. Merdeka No. 110, Jakarta Pusat, DKI Jakarta",0812-200-1100,20.800.400.1-600.300,https://www.nusantara-energi-200.co.id
21815.89,1841.45,11.85,Indonesia,False,Manufacturing,False,13,PT,Normal,IDN-PT-MANUFACTURING-047,PT Manufacturing Indonesia 047,PT Satria Digital 201,Manufaktur,"Jl. Sudirman No. 111, Bandung, Jawa Barat",0812-201-1101,21.807.403.2-605.311,https://www.satria-digital-201.co.id
2003277.99,5187694.89,0.39,Switzerland,True,Luxury Goods,True,3,LLC,Red-Flag,SWI-LLC-LUXURY_GOODS-122,LLC Luxury Goods Switzerland 122,PT Bumi Manufaktur 202,Teknologi,"Jl. Thamrin No. 112, Surabaya, Jawa Timur",0812-202-1102,22.814.406.3-610.322,https://www.bumi-manufaktur-202.co.id
35885.18,1897.47,18.91,Malaysia,False,Energy,False,14,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Arunika Kesehatan 203,Kesehatan,"Jl. Gatot Subroto No. 113, Yogyakarta, DI Yogyakarta",0812-203-1103,23.821.409.4-615.333,https://www.arunika-kesehatan-203.co.id
9097.73,499.64,18.21,Indonesia,False,Energy,False,11,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Mandiri Keuangan 204,Keuangan,"Jl. Diponegoro No. 114, Semarang, Jawa Tengah",0812-204-1104,24.828.412.5-620.344,https://www.mandiri-keuangan-204.co.id
9941.94,,18.06,Malaysia,False,,False,11,,Normal,MYS-UNKNOWN-UNKNOWN-074,Unknown Unknown Malaysia 074,PT Samudra Logistik 205,Transportasi,"Jl. Pahlawan No. 115, Denpasar, Bali",0812-205-1105,25.835.415.6-625.355,https://www.samudra-logistik-205.co.id
9535.66,534.11,17.85,UK,True,Forestry,False,9,PT,Normal,UK-PT-FORESTRY-146,PT Forestry UK 146,PT Garuda Teknologi 206,Telekomunikasi,"Jl. Asia Afrika No. 116, Makassar, Sulawesi Selatan",0812-206-1106,26.842.418.7-630.366,https://www.garuda-teknologi-206.co.id
371837.51,3433095.62,0.11,Switzerland,True,Holding Company,True,0,Foundation,Red-Flag,SWI-FOUNDATION-HOLDING_COMPANY-116,Foundation Holding Company Switzerland 116,PT Sejahtera Agro 207,Agrikultur,"Jl. Kebon Jeruk No. 117, Medan, Sumatera Utara",0812-207-1107,27.849.421.8-635.377,https://www.sejahtera-agro-207.co.id
42966.16,2255.2,19.05,Indonesia,False,Energy,False,16,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Cahaya Mineral 208,Pertambangan,"Jl. Cendana No. 118, Balikpapan, Kalimantan Timur",0812-208-1108,28.856.424.0-640.388,https://www.cahaya-mineral-208.co.id
277490580.43,2308880935.26,0.12,Panama,True,Real Estate,True,3,Individual,Red-Flag,PAN-INDIVIDUAL-REAL_ESTATE-080,Individual Real Estate Panama 080,PT Mekar Elektrik 209,Jasa,"Jl. Melati No. 119, Batam, Kepulauan Riau",0812-209-1109,29.863.427.1-645.399,https://www.mekar-elektrik-209.co.id
10474.14,654.37,16.01,Indonesia,False,Energy,False,16,Ltd.,Normal,IDN-LTD-ENERGY-038,Ltd. Energy Indonesia 038,PT Nusantara Energi 210,Energi,"Jl. Merdeka No. 120, Jakarta Pusat, DKI Jakarta",0812-210-1110,30.870.430.2-650.410,https://www.nusantara-energi-210.co.id
65989.47,5238.13,12.6,UAE,True,Real Estate,False,19,Foundation,Suspicious,UAE-FOUNDATION-REAL_ESTATE-128,Foundation Real Estate UAE 128,PT Satria Digital 211,Manufaktur,"Jl. Sudirman No. 121, Bandung, Jawa Barat",0812-211-1111,31.877.433.3-655.421,https://www.satria-digital-211.co.id
1514226.86,4988709.96,0.3,Panama,True,Luxury Goods,True,4,Foundation,Red-Flag,PAN-FOUNDATION-LUXURY_GOODS-076,Foundation Luxury Goods Panama 076,PT Bumi Manufaktur 212,Teknologi,"Jl. Thamrin No. 122, Surabaya, Jawa Timur",0812-212-1112,32.884.436.4-660.432,https://www.bumi-manufaktur-212.co.id
63963.63,3100.33,20.63,Indonesia,True,Real Estate,False,18,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Arunika Kesehatan 213,Kesehatan,"Jl. Gatot Subroto No. 123, Yogyakarta, DI Yogyakarta",0812-213-1113,33.891.439.5-665.443,https://www.arunika-kesehatan-213.co.id
41063.29,2298.87,17.86,Indonesia,True,Technology,False,16,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Mandiri Keuangan 214,Keuangan,"Jl. Diponegoro No. 124, Semarang, Jawa Tengah",0812-214-1114,34.898.442.6-670.454,https://www.mandiri-keuangan-214.co.id
6130.76,359.08,17.07,Indonesia,True,Technology,False,13,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Samudra Logistik 215,Transportasi,"Jl. Pahlawan No. 125, Denpasar, Bali",0812-215-1115,35.905.445.7-675.465,https://www.samudra-logistik-215.co.id
19664.2,1478.34,13.3,Malaysia,True,Manufacturing,False,17,PT,Normal,MYS-PT-MANUFACTURING-070,PT Manufacturing Malaysia 070,PT Garuda Teknologi 216,Telekomunikasi,"Jl. Asia Afrika No. 126, Makassar, Sulawesi Selatan",0812-216-1116,36.912.448.8-680.476,https://www.garuda-teknologi-216.co.id
22194.29,58638.71,0.38,Cayman Islands,True,Holding Company,True,2,Foundation,Red-Flag,CAY-FOUNDATION-HOLDING_COMPANY-001,Foundation Holding Company Cayman Islands 001,PT Sejahtera Agro 217,Agrikultur,"Jl. Kebon Jeruk No. 127, Medan, Sumatera Utara",0812-217-1117,37.919.451.0-685.487,https://www.sejahtera-agro-217.co.id
3507.55,231.62,15.14,Indonesia,False,Energy,False,10,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Cahaya Mineral 218,Pertambangan,"Jl. Cendana No. 128, Balikpapan, Kalimantan Timur",0812-218-1118,38.926.454.1-690.498,https://www.cahaya-mineral-218.co.id
143999.19,11943.84,12.06,Indonesia,False,Technology,False,12,CV,Normal,IDN-CV-TECHNOLOGY-028,CV Technology Indonesia 028,PT Mekar Elektrik 219,Jasa,"Jl. Melati No. 129, Batam, Kepulauan Riau",0812-219-1119,39.933.457.2-695.509,https://www.mekar-elektrik-219.co.id
59909.23,3532.68,16.96,Indonesia,False,Technology,True,19,Individual,Suspicious,IDN-INDIVIDUAL-TECHNOLOGY-036,Individual Technology Indonesia 036,PT Nusantara Energi 220,Energi,"Jl. Merdeka No. 130, Jakarta Pusat, DKI Jakarta",0812-220-1120,40.940.460.3-700.520,https://www.nusantara-energi-220.co.id
168271.02,11923.53,14.11,Singapore,False,Agriculture,False,11,CV,Normal,SGP-CV-AGRICULTURE-086,CV Agriculture Singapore 086,PT Satria Digital 221,Manufaktur,"Jl. Sudirman No. 131, Bandung, Jawa Barat",0812-221-1121,41.947.463.4-705.531,https://www.satria-digital-221.co.id
1325637.26,66689.17,19.88,Vietnam,False,Consulting,False,8,Individual,Suspicious,VIE-INDIVIDUAL-CONSULTING-173,Individual Consulting Vietnam 173,PT Bumi Manufaktur 222,Teknologi,"Jl. Thamrin No. 132, Surabaya, Jawa Timur",0812-222-1122,42.954.466.5-710.542,https://www.bumi-manufaktur-222.co.id
19876.07,1952.23,10.18,Indonesia,False,Agriculture,False,14,Ltd.,Normal,IDN-LTD-AGRICULTURE-037,Ltd. Agriculture Indonesia 037,PT Arunika Kesehatan 223,Kesehatan,"Jl. Gatot Subroto No. 133, Yogyakarta, DI Yogyakarta",0812-223-1123,43.961.469.6-715.553,https://www.arunika-kesehatan-223.co.id
41613.59,2274.02,18.3,Malaysia,False,Energy,False,14,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Mandiri Keuangan 224,Keuangan,"Jl. Diponegoro No. 134, Semarang, Jawa Tengah",0812-224-1124,44.968.472.7-720.564,https://www.mandiri-keuangan-224.co.id
51933.23,3170.29,16.38,Indonesia,False,Energy,False,16,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Samudra Logistik 225,Transportasi,"Jl. Pahlawan No. 135, Denpasar, Bali",0812-225-1125,45.975.475.8-725.575,https://www.samudra-logistik-225.co.id
14446.41,1328.23,10.88,Indonesia,False,Technology,False,14,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Garuda Teknologi 226,Telekomunikasi,"Jl. Asia Afrika No. 136, Makassar, Sulawesi Selatan",0812-226-1126,46.982.478.0-730.586,https://www.garuda-teknologi-226.co.id
9335.46,566.09,16.49,Indonesia,True,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Sejahtera Agro 227,Agrikultur,"Jl. Kebon Jeruk No. 137, Medan, Sumatera Utara",0812-227-1127,47.989.481.1-735.597,https://www.sejahtera-agro-227.co.id
1578896.71,193970.5,8.14,UAE,True,Holding Company,True,22,PT,Suspicious,UAE-PT-HOLDING_COMPANY-138,PT Holding Company UAE 138,PT Cahaya Mineral 228,Pertambangan,"Jl. Cendana No. 138, Balikpapan, Kalimantan Timur",0812-228-1128,48.996.484.2-740.608,https://www.cahaya-mineral-228.co.id
120564.98,14402.98,8.37,Indonesia,False,Holding Company,True,19,Foundation,Suspicious,IDN-FOUNDATION-HOLDING_COMPANY-030,Foundation Holding Company Indonesia 030,PT Mekar Elektrik 229,Jasa,"Jl. Melati No. 139, Batam, Kepulauan Riau",0812-229-1129,49.103.487.3-745.619,https://www.mekar-elektrik-229.co.id
29349.9,1953.52,15.02,Indonesia,False,Technology,False,13,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Nusantara Energi 230,Energi,"Jl. Merdeka No. 140, Jakarta Pusat, DKI Jakarta",0812-230-1130,50.110.490.4-750.630,https://www.nusantara-energi-230.co.id
11888.66,654.26,18.17,China,True,Technology,True,23,PT,Suspicious,CHN-PT-TECHNOLOGY-022,PT Technology China 022,PT Satria Digital 231,Manufaktur,"Jl. Sudirman No. 141, Bandung, Jawa Barat",0812-231-1131,51.117.493.5-755.641,https://www.satria-digital-231.co.id
52228.73,4368.48,11.96,USA,False,Manufacturing,False,16,PT,Normal,USA-PT-MANUFACTURING-165,PT Manufacturing USA 165,PT Bumi Manufaktur 232,Teknologi,"Jl. Thamrin No. 142, Surabaya, Jawa Timur",0812-232-1132,52.124.496.6-760.652,https://www.bumi-manufaktur-232.co.id
2065116.47,,0.28,Panama,True,,True,4,,Red-Flag,PAN-UNKNOWN-UNKNOWN-085,Unknown Unknown Panama 085,PT Arunika Kesehatan 233,Kesehatan,"Jl. Gatot Subroto No. 143, Yogyakarta, DI Yogyakarta",0812-233-1133,53.131.499.7-765.663,https://www.arunika-kesehatan-233.co.id
13644.7,988.32,13.81,UK,False,Manufacturing,False,14,PT,Normal,UK-PT-MANUFACTURING-147,PT Manufacturing UK 147,PT Mandiri Keuangan 234,Keuangan,"Jl. Diponegoro No. 144, Semarang, Jawa Tengah",0812-234-1134,54.138.502.8-770.674,https://www.mandiri-keuangan-234.co.id
33465.72,1705.93,19.62,Indonesia,False,Agriculture,False,14,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Samudra Logistik 235,Transportasi,"Jl. Pahlawan No. 145, Denpasar, Bali",0812-235-1135,55.145.505.0-775.685,https://www.samudra-logistik-235.co.id
46482.52,2995.4,15.52,Singapore,False,Technology,False,12,PT,Normal,SGP-PT-TECHNOLOGY-109,PT Technology Singapore 109,PT Garuda Teknologi 236,Telekomunikasi,"Jl. Asia Afrika No. 146, Makassar, Sulawesi Selatan",0812-236-1136,56.152.508.1-780.696,https://www.garuda-teknologi-236.co.id
25264.97,2184.02,11.57,Indonesia,True,Technology,False,13,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Sejahtera Agro 237,Agrikultur,"Jl. Kebon Jeruk No. 147, Medan, Sumatera Utara",0812-237-1137,57.159.511.2-785.707,https://www.sejahtera-agro-237.co.id
4660.39,287.68,16.2,Indonesia,False,Technology,False,9,PT,Normal,IDN-PT-TECHNOLOGY-049,PT Technology Indonesia 049,PT Cahaya Mineral 238,Pertambangan,"Jl. Cendana No. 148, Balikpapan, Kalimantan Timur",0812-238-1138,58.166.514.3-790.718,https://www.cahaya-mineral-238.co.id
5575.16,282.37,19.74,Singapore,False,Energy,False,12,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Mekar Elektrik 239,Jasa,"Jl. Melati No. 149, Batam, Kepulauan Riau",0812-239-1139,59.173.517.4-795.729,https://www.mekar-elektrik-239.co.id
14392.46,878.53,16.38,USA,True,Manufacturing,False,14,Ltd.,Normal,USA-LTD-MANUFACTURING-160,Ltd. Manufacturing USA 160,PT Nusantara Energi 240,Energi,"Jl. Merdeka No. 150, Jakarta Pusat, DKI Jakarta",0812-240-1140,60.180.520.5-800.740,https://www.nusantara-energi-240.co.id
24907.51,1903.51,13.09,Indonesia,False,Energy,False,16,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Satria Digital 241,Manufaktur,"Jl. Sudirman No. 151, Bandung, Jawa Barat",0812-241-1141,61.187.523.6-805.751,https://www.satria-digital-241.co.id
104053.18,,11.87,Vietnam,True,,False,21,,Suspicious,VIE-UNKNOWN-UNKNOWN-181,Unknown Unknown Vietnam 181,PT Bumi Manufaktur 242,Teknologi,"Jl. Thamrin No. 152, Surabaya, Jawa Timur",0812-242-1142,62.194.526.7-810.762,https://www.bumi-manufaktur-242.co.id
54036.77,3216.62,16.8,Indonesia,False,Energy,False,13,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Arunika Kesehatan 243,Kesehatan,"Jl. Gatot Subroto No. 153, Yogyakarta, DI Yogyakarta",0812-243-1143,63.201.529.8-815.773,https://www.arunika-kesehatan-243.co.id
554844.32,49126.27,11.29,UAE,False,Consulting,False,23,Individual,Suspicious,UAE-INDIVIDUAL-CONSULTING-130,Individual Consulting UAE 130,PT Mandiri Keuangan 244,Keuangan,"Jl. Diponegoro No. 154, Semarang, Jawa Tengah",0812-244-1144,64.208.532.0-820.784,https://www.mandiri-keuangan-244.co.id
2253623.73,22199959.95,0.1,Switzerland,True,Holding Company,True,1,Foundation,Red-Flag,SWI-FOUNDATION-HOLDING_COMPANY-116,Foundation Holding Company Switzerland 116,PT Samudra Logistik 245,Transportasi,"Jl. Pahlawan No. 155, Denpasar, Bali",0812-245-1145,65.215.535.1-825.795,https://www.samudra-logistik-245.co.id
93915.7,,20.41,UAE,True,,True,8,,Suspicious,UAE-UNKNOWN-UNKNOWN-141,Unknown Unknown UAE 141,PT Garuda Teknologi 246,Telekomunikasi,"Jl. Asia Afrika No. 156, Makassar, Sulawesi Selatan",0812-246-1146,66.222.538.2-830.806,https://www.garuda-teknologi-246.co.id
118017.24,8891.28,13.27,Malaysia,True,Technology,False,11,CV,Normal,MYS-CV-TECHNOLOGY-061,CV Technology Malaysia 061,PT Sejahtera Agro 247,Agrikultur,"Jl. Kebon Jeruk No. 157, Medan, Sumatera Utara",0812-247-1147,67.229.541.3-835.817,https://www.sejahtera-agro-247.co.id
486339.74,26587.25,18.29,Indonesia,True,Real Estate,False,8,Individual,Suspicious,IDN-INDIVIDUAL-REAL_ESTATE-035,Individual Real Estate Indonesia 035,PT Cahaya Mineral 248,Pertambangan,"Jl. Cendana No. 158, Balikpapan, Kalimantan Timur",0812-248-1148,68.236.544.4-840.828,https://www.cahaya-mineral-248.co.id
74957.67,4582.48,16.36,Singapore,False,Energy,False,16,PT,Normal,SGP-PT-ENERGY-104,PT Energy Singapore 104,PT Mekar Elektrik 249,Jasa,"Jl. Melati No. 159, Batam, Kepulauan Riau",0812-249-1149,69.243.547.5-845.839,https://www.mekar-elektrik-249.co.id
12861.73,770.57,16.69,USA,False,Technology,False,11,Ltd.,Normal,USA-LTD-TECHNOLOGY-161,Ltd. Technology USA 161,PT Nusantara Energi 250,Energi,"Jl. Merdeka No. 160, Jakarta Pusat, DKI Jakarta",0812-250-1150,70.250.550.6-850.850,https://www.nusantara-energi-250.co.id
16477.11,1067.69,15.43,Indonesia,False,Energy,False,14,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Satria Digital 251,Manufaktur,"Jl. Sudirman No. 161, Bandung, Jawa Barat",0812-251-1151,71.257.553.7-855.861,https://www.satria-digital-251.co.id
46441543.02,335416067.14,0.14,UAE,True,Luxury Goods,True,4,Foundation,Red-Flag,UAE-FOUNDATION-LUXURY_GOODS-127,Foundation Luxury Goods UAE 127,PT Bumi Manufaktur 252,Teknologi,"Jl. Thamrin No. 162, Surabaya, Jawa Timur",0812-252-1152,72.264.556.8-860.872,https://www.bumi-manufaktur-252.co.id
8239.24,601.94,13.69,Malaysia,True,Energy,False,17,PT,Normal,MYS-PT-ENERGY-068,PT Energy Malaysia 068,PT Arunika Kesehatan 253,Kesehatan,"Jl. Gatot Subroto No. 163, Yogyakarta, DI Yogyakarta",0812-253-1153,73.271.559.0-865.883,https://www.arunika-kesehatan-253.co.id
4513159.47,9829284.78,0.46,Cayman Islands,True,Luxury Goods,False,4,Foundation,Red-Flag,CAY-FOUNDATION-LUXURY_GOODS-002,Foundation Luxury Goods Cayman Islands 002,PT Mandiri Keuangan 254,Keuangan,"Jl. Diponegoro No. 164, Semarang, Jawa Tengah",0812-254-1154,74.278.562.1-870.894,https://www.mandiri-keuangan-254.co.id
32061.25,1880.8,17.05,Singapore,False,Forestry,False,11,PT,Normal,SGP-PT-FORESTRY-105,PT Forestry Singapore 105,PT Samudra Logistik 255,Transportasi,"Jl. Pahlawan No. 165, Denpasar, Bali",0812-255-1155,75.285.565.2-875.905,https://www.samudra-logistik-255.co.id
140615.32,12686.46,11.08,Indonesia,False,Energy,False,13,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Garuda Teknologi 256,Telekomunikasi,"Jl. Asia Afrika No. 166, Makassar, Sulawesi Selatan",0812-256-1156,76.292.568.3-880.916,https://www.garuda-teknologi-256.co.id
56316.49,3680.37,15.3,Singapore,True,Agriculture,False,16,CV,Normal,SGP-CV-AGRICULTURE-086,CV Agriculture Singapore 086,PT Sejahtera Agro 257,Agrikultur,"Jl. Kebon Jeruk No. 167, Medan, Sumatera Utara",0812-257-1157,77.299.571.4-885.927,https://www.sejahtera-agro-257.co.id
58383.58,4476.85,13.04,Indonesia,False,Agriculture,False,11,PT,Normal,IDN-PT-AGRICULTURE-042,PT Agriculture Indonesia 042,PT Cahaya Mineral 258,Pertambangan,"Jl. Cendana No. 168, Balikpapan, Kalimantan Timur",0812-258-1158,78.306.574.5-890.938,https://www.cahaya-mineral-258.co.id
366424.83,15890.67,23.06,China,False,Real Estate,True,19,PT,Suspicious,CHN-PT-REAL_ESTATE-021,PT Real Estate China 021,PT Mekar Elektrik 259,Jasa,"Jl. Melati No. 169, Batam, Kepulauan Riau",0812-259-1159,79.313.577.6-895.949,https://www.mekar-elektrik-259.co.id
7062.89,356.65,19.8,Indonesia,False,Energy,False,15,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Nusantara Energi 260,Energi,"Jl. Merdeka No. 170, Jakarta Pusat, DKI Jakarta",0812-260-1160,80.320.580.7-900.960,https://www.nusantara-energi-260.co.id
793436.62,36187.52,21.93,Indonesia,False,Consulting,False,22,PT,Suspicious,IDN-PT-CONSULTING-043,PT Consulting Indonesia 043,PT Satria Digital 261,Manufaktur,"Jl. Sudirman No. 171, Bandung, Jawa Barat",0812-261-1161,81.327.583.8-905.971,https://www.satria-digital-261.co.id
74015.24,4557.6,16.24,Indonesia,False,Energy,False,17,PT,Normal,IDN-PT-ENERGY-044,PT Energy Indonesia 044,PT Bumi Manufaktur 262,Teknologi,"Jl. Thamrin No. 172, Surabaya, Jawa Timur",0812-262-1162,82.334.586.0-910.982,https://www.bumi-manufaktur-262.co.id
